source	transformation	target
Olivia dances	sem	dance ( olivia )
Daniel beside Daniel sings	sem	 sing ( daniel ) & beside ( daniel , daniel ) 
Ursa beside Ynez believes Thomas	sem	 believe ( ursa , thomas ) & beside ( ursa , ynez ) 
Victor meets Ron	sem	meet ( victor , ron )
Mary beside Ellie meets Daniel	sem	 meet ( mary , daniel ) & beside ( mary , ellie ) 
Kate near Victor sings	sem	 sing ( kate ) & near ( kate , victor ) 
Xavier dreams	sem	dream ( xavier )
Victor behind Ursa sees himself	sem	 see ( victor , victor ) & behind ( victor , ursa ) 
Henry by Grace runs	sem	 run ( henry ) & by ( henry , grace ) 
Xavier near Isla runs	sem	 run ( xavier ) & near ( xavier , isla ) 
Frank near Quinn believes himself	sem	 believe ( frank , frank ) & near ( frank , quinn ) 
John meets himself	sem	meet ( john , john )
Ellie behind Isla dances	sem	 dance ( ellie ) & behind ( ellie , isla ) 
Daniel sings	sem	sing ( daniel )
Frank sees Grace	sem	see ( frank , grace )
Quinn behind Sarah dreams	sem	 dream ( quinn ) & behind ( quinn , sarah ) 
Ursa sings	sem	sing ( ursa )
Ursa knows Ynez	sem	know ( ursa , ynez )
Isla by Xavier believes Ynez	sem	 believe ( isla , ynez ) & by ( isla , xavier ) 
Henry sees Peter	sem	see ( henry , peter )
Alice hears Grace	sem	hear ( alice , grace )
Henry dances	sem	dance ( henry )
Frank sleeps	sem	sleep ( frank )
Ynez beside Kate believes Thomas	sem	 believe ( ynez , thomas ) & beside ( ynez , kate ) 
Leo near Alice dances	sem	 dance ( leo ) & near ( leo , alice ) 
Victor meets Ned	sem	meet ( victor , ned )
Ned behind Ellie dances	sem	 dance ( ned ) & behind ( ned , ellie ) 
Quinn hears Victor	sem	hear ( quinn , victor )
Bob beside Ynez runs	sem	 run ( bob ) & beside ( bob , ynez ) 
Bob dreams	sem	dream ( bob )
John by Victor dances	sem	 dance ( john ) & by ( john , victor ) 
John runs	sem	run ( john )
Alice knows Kate	sem	know ( alice , kate )
Ron behind Alice runs	sem	 run ( ron ) & behind ( ron , alice ) 
Xavier sees Daniel	sem	see ( xavier , daniel )
Thomas believes Zack	sem	believe ( thomas , zack )
Zack near Quinn believes Zack	sem	 believe ( zack , zack ) & near ( zack , quinn ) 
Thomas sees Claire	sem	see ( thomas , claire )
Bob knows Alice	sem	know ( bob , alice )
Ursa by Peter hears Mary	sem	 hear ( ursa , mary ) & by ( ursa , peter ) 
Ned by Ellie meets Bob	sem	 meet ( ned , bob ) & by ( ned , ellie ) 
Quinn sleeps	sem	sleep ( quinn )
Quinn dreams	sem	dream ( quinn )
Frank knows Ursa	sem	know ( frank , ursa )
Bob meets Ron	sem	meet ( bob , ron )
Olivia by Quinn dances	sem	 dance ( olivia ) & by ( olivia , quinn ) 
Ellie near Mary dreams	sem	 dream ( ellie ) & near ( ellie , mary ) 
Willow near Thomas meets herself	sem	 meet ( willow , willow ) & near ( willow , thomas ) 
Bob beside Leo hears Ursa	sem	 hear ( bob , ursa ) & beside ( bob , leo ) 
Sarah beside Quinn dreams	sem	 dream ( sarah ) & beside ( sarah , quinn ) 
Ursa by Victor hears herself	sem	 hear ( ursa , ursa ) & by ( ursa , victor ) 
Victor believes Leo	sem	believe ( victor , leo )
Sarah sleeps	sem	sleep ( sarah )
Willow runs	sem	run ( willow )
Henry beside Olivia knows Olivia	sem	 know ( henry , olivia ) & beside ( henry , olivia ) 
Olivia knows Sarah	sem	know ( olivia , sarah )
Ynez sings	sem	sing ( ynez )
John sees Mary	sem	see ( john , mary )
Isla behind Victor dreams	sem	 dream ( isla ) & behind ( isla , victor ) 
Kate meets herself	sem	meet ( kate , kate )
Ellie behind Daniel runs	sem	 run ( ellie ) & behind ( ellie , daniel ) 
Ron behind Willow meets himself	sem	 meet ( ron , ron ) & behind ( ron , willow ) 
Ellie by Ned believes Zack	sem	 believe ( ellie , zack ) & by ( ellie , ned ) 
Leo dreams	sem	dream ( leo )
Thomas by Ursa dreams	sem	 dream ( thomas ) & by ( thomas , ursa ) 
Zack by Willow sees Victor	sem	 see ( zack , victor ) & by ( zack , willow ) 
Daniel dreams	sem	dream ( daniel )
Willow sings	sem	sing ( willow )
Kate believes Frank	sem	believe ( kate , frank )
Leo sees Peter	sem	see ( leo , peter )
Victor believes Ron	sem	believe ( victor , ron )
Ursa beside Ellie hears herself	sem	 hear ( ursa , ursa ) & beside ( ursa , ellie ) 
Claire beside Kate runs	sem	 run ( claire ) & beside ( claire , kate ) 
Xavier near Bob meets Henry	sem	 meet ( xavier , henry ) & near ( xavier , bob ) 
Bob knows Alice	sem	know ( bob , alice )
Bob knows himself	sem	know ( bob , bob )
Olivia beside Frank sings	sem	 sing ( olivia ) & beside ( olivia , frank ) 
Henry by Thomas knows Ynez	sem	 know ( henry , ynez ) & by ( henry , thomas ) 
Kate dreams	sem	dream ( kate )
Kate sees Willow	sem	see ( kate , willow )
Mary sees herself	sem	see ( mary , mary )
Sarah behind Leo believes Frank	sem	 believe ( sarah , frank ) & behind ( sarah , leo ) 
Bob sees Grace	sem	see ( bob , grace )
Alice knows Ursa	sem	know ( alice , ursa )
Henry beside Peter meets himself	sem	 meet ( henry , henry ) & beside ( henry , peter ) 
Leo beside Willow sleeps	sem	 sleep ( leo ) & beside ( leo , willow ) 
Mary knows herself	sem	know ( mary , mary )
Ned sees Alice	sem	see ( ned , alice )
Kate runs	sem	run ( kate )
Xavier believes himself	sem	believe ( xavier , xavier )
Frank knows Willow	sem	know ( frank , willow )
Olivia near Willow sleeps	sem	 sleep ( olivia ) & near ( olivia , willow ) 
Kate behind Ynez believes herself	sem	 believe ( kate , kate ) & behind ( kate , ynez ) 
Xavier sees Mary	sem	see ( xavier , mary )
Willow runs	sem	run ( willow )
Quinn hears herself	sem	hear ( quinn , quinn )
Quinn near Zack meets Olivia	sem	 meet ( quinn , olivia ) & near ( quinn , zack ) 
Sarah beside Quinn dreams	sem	 dream ( sarah ) & beside ( sarah , quinn ) 
Peter believes Ned	sem	believe ( peter , ned )
Claire beside Sarah sees herself	sem	 see ( claire , claire ) & beside ( claire , sarah ) 
Henry near Zack sleeps	sem	 sleep ( henry ) & near ( henry , zack ) 
Ron by Ron dreams	sem	 dream ( ron ) & by ( ron , ron ) 
Isla runs	sem	run ( isla )
Henry near Daniel hears Mary	sem	 hear ( henry , mary ) & near ( henry , daniel ) 
Claire knows Ynez	sem	know ( claire , ynez )
Isla runs	sem	run ( isla )
Ned dreams	sem	dream ( ned )
Ursa behind Victor knows Ellie	sem	 know ( ursa , ellie ) & behind ( ursa , victor ) 
Sarah hears Thomas	sem	hear ( sarah , thomas )
Claire hears herself	sem	hear ( claire , claire )
Kate behind Willow sees Kate	sem	 see ( kate , kate ) & behind ( kate , willow ) 
Ned behind Mary hears Willow	sem	 hear ( ned , willow ) & behind ( ned , mary ) 
Ynez behind Ron dances	sem	 dance ( ynez ) & behind ( ynez , ron ) 
Willow meets herself	sem	meet ( willow , willow )
Ned near Peter knows Xavier	sem	 know ( ned , xavier ) & near ( ned , peter ) 
Xavier sees Daniel	sem	see ( xavier , daniel )
Ellie sings	sem	sing ( ellie )
Bob beside Willow hears Quinn	sem	 hear ( bob , quinn ) & beside ( bob , willow ) 
Alice meets Victor	sem	meet ( alice , victor )
Ellie beside Willow dances	sem	 dance ( ellie ) & beside ( ellie , willow ) 
Ron dreams	sem	dream ( ron )
Ned dances	sem	dance ( ned )
Mary sings	sem	sing ( mary )
Ron believes John	sem	believe ( ron , john )
Ynez by Olivia sleeps	sem	 sleep ( ynez ) & by ( ynez , olivia ) 
Bob near Victor believes Peter	sem	 believe ( bob , peter ) & near ( bob , victor ) 
Claire dances	sem	dance ( claire )
Alice by Zack sees herself	sem	 see ( alice , alice ) & by ( alice , zack ) 
Isla behind Thomas sleeps	sem	 sleep ( isla ) & behind ( isla , thomas ) 
Daniel knows Alice	sem	know ( daniel , alice )
Ron dreams	sem	dream ( ron )
Mary near Zack believes Leo	sem	 believe ( mary , leo ) & near ( mary , zack ) 
Grace beside Ron sees Ron	sem	 see ( grace , ron ) & beside ( grace , ron ) 
Peter by Kate sleeps	sem	 sleep ( peter ) & by ( peter , kate ) 
Bob near Daniel sings	sem	 sing ( bob ) & near ( bob , daniel ) 
Ynez believes herself	sem	believe ( ynez , ynez )
Thomas by Isla believes Ynez	sem	 believe ( thomas , ynez ) & by ( thomas , isla ) 
Daniel knows Bob	sem	know ( daniel , bob )
Claire behind Ron dances	sem	 dance ( claire ) & behind ( claire , ron ) 
Bob believes himself	sem	believe ( bob , bob )
John by Claire runs	sem	 run ( john ) & by ( john , claire ) 
Zack near Daniel runs	sem	 run ( zack ) & near ( zack , daniel ) 
Quinn by Isla believes Sarah	sem	 believe ( quinn , sarah ) & by ( quinn , isla ) 
Victor behind Grace sleeps	sem	 sleep ( victor ) & behind ( victor , grace ) 
Olivia near Henry sees Ellie	sem	 see ( olivia , ellie ) & near ( olivia , henry ) 
John meets Xavier	sem	meet ( john , xavier )
Zack dances	sem	dance ( zack )
Frank by John sees himself	sem	 see ( frank , frank ) & by ( frank , john ) 
Ron believes himself	sem	believe ( ron , ron )
Ursa behind Ursa hears Bob	sem	 hear ( ursa , bob ) & behind ( ursa , ursa ) 
Sarah beside Ron meets Thomas	sem	 meet ( sarah , thomas ) & beside ( sarah , ron ) 
Leo hears Xavier	sem	hear ( leo , xavier )
Leo sings	sem	sing ( leo )
Ursa near Grace believes herself	sem	 believe ( ursa , ursa ) & near ( ursa , grace ) 
Bob behind Ron runs	sem	 run ( bob ) & behind ( bob , ron ) 
Sarah near Ellie hears Kate	sem	 hear ( sarah , kate ) & near ( sarah , ellie ) 
Frank meets Victor	sem	meet ( frank , victor )
Daniel meets himself	sem	meet ( daniel , daniel )
Bob behind Quinn dreams	sem	 dream ( bob ) & behind ( bob , quinn ) 
Olivia sees Ron	sem	see ( olivia , ron )
Sarah meets Ned	sem	meet ( sarah , ned )
Kate behind Grace runs	sem	 run ( kate ) & behind ( kate , grace ) 
Grace believes Ursa	sem	believe ( grace , ursa )
Frank beside Thomas sees John	sem	 see ( frank , john ) & beside ( frank , thomas ) 
Ursa by Peter meets Daniel	sem	 meet ( ursa , daniel ) & by ( ursa , peter ) 
Henry sees Quinn	sem	see ( henry , quinn )
Bob by Sarah sings	sem	 sing ( bob ) & by ( bob , sarah ) 
Ynez dances	sem	dance ( ynez )
Victor hears Xavier	sem	hear ( victor , xavier )
Isla behind Ynez dreams	sem	 dream ( isla ) & behind ( isla , ynez ) 
Kate by Kate sleeps	sem	 sleep ( kate ) & by ( kate , kate ) 
Claire hears Olivia	sem	hear ( claire , olivia )
Claire beside Sarah sees herself	sem	 see ( claire , claire ) & beside ( claire , sarah ) 
Ned meets Ron	sem	meet ( ned , ron )
Peter behind Peter sleeps	sem	 sleep ( peter ) & behind ( peter , peter ) 
Victor knows Claire	sem	know ( victor , claire )
Xavier believes Ron	sem	believe ( xavier , ron )
Sarah by Sarah runs	sem	 run ( sarah ) & by ( sarah , sarah ) 
Claire behind Leo believes herself	sem	 believe ( claire , claire ) & behind ( claire , leo ) 
Sarah near Isla sees Olivia	sem	 see ( sarah , olivia ) & near ( sarah , isla ) 
Leo by John runs	sem	 run ( leo ) & by ( leo , john ) 
Olivia beside Grace knows Frank	sem	 know ( olivia , frank ) & beside ( olivia , grace ) 
Olivia by Thomas sees herself	sem	 see ( olivia , olivia ) & by ( olivia , thomas ) 
Henry beside Leo runs	sem	 run ( henry ) & beside ( henry , leo ) 
Ellie behind Olivia believes herself	sem	 believe ( ellie , ellie ) & behind ( ellie , olivia ) 
Leo meets Sarah	sem	meet ( leo , sarah )
Willow believes Alice	sem	believe ( willow , alice )
Victor near Ellie knows Henry	sem	 know ( victor , henry ) & near ( victor , ellie ) 
John behind Xavier sleeps	sem	 sleep ( john ) & behind ( john , xavier ) 
Willow near Olivia believes herself	sem	 believe ( willow , willow ) & near ( willow , olivia ) 
Mary sings	sem	sing ( mary )
Willow near Kate dances	sem	 dance ( willow ) & near ( willow , kate ) 
Willow believes Ron	sem	believe ( willow , ron )
Peter runs	sem	run ( peter )
Quinn near Xavier sings	sem	 sing ( quinn ) & near ( quinn , xavier ) 
Ned runs	sem	run ( ned )
Mary sees Quinn	sem	see ( mary , quinn )
Alice believes Olivia	sem	believe ( alice , olivia )
Sarah near Ron sings	sem	 sing ( sarah ) & near ( sarah , ron ) 
Peter behind Sarah meets Henry	sem	 meet ( peter , henry ) & behind ( peter , sarah ) 
Ron meets Leo	sem	meet ( ron , leo )
Claire sees Xavier	sem	see ( claire , xavier )
Olivia hears herself	sem	hear ( olivia , olivia )
Xavier meets himself	sem	meet ( xavier , xavier )
Frank near Mary sleeps	sem	 sleep ( frank ) & near ( frank , mary ) 
Kate behind Frank believes Frank	sem	 believe ( kate , frank ) & behind ( kate , frank ) 
Olivia meets John	sem	meet ( olivia , john )
Kate sings	sem	sing ( kate )
Ynez by Ynez believes John	sem	 believe ( ynez , john ) & by ( ynez , ynez ) 
Quinn sleeps	sem	sleep ( quinn )
Ynez believes Claire	sem	believe ( ynez , claire )
Mary beside Olivia meets Bob	sem	 meet ( mary , bob ) & beside ( mary , olivia ) 
Kate behind Bob believes herself	sem	 believe ( kate , kate ) & behind ( kate , bob ) 
Bob beside Leo hears Grace	sem	 hear ( bob , grace ) & beside ( bob , leo ) 
Ursa by Frank believes herself	sem	 believe ( ursa , ursa ) & by ( ursa , frank ) 
Xavier behind Grace dreams	sem	 dream ( xavier ) & behind ( xavier , grace ) 
Victor meets Ned	sem	meet ( victor , ned )
Claire sleeps	sem	sleep ( claire )
Claire beside Frank dreams	sem	 dream ( claire ) & beside ( claire , frank ) 
Bob hears Leo	sem	hear ( bob , leo )
Mary sings	sem	sing ( mary )
Thomas hears Ursa	sem	hear ( thomas , ursa )
Zack sees himself	sem	see ( zack , zack )
Kate near Olivia hears herself	sem	 hear ( kate , kate ) & near ( kate , olivia ) 
Ron hears Olivia	sem	hear ( ron , olivia )
Sarah sees Isla	sem	see ( sarah , isla )
Olivia knows Olivia	sem	know ( olivia , olivia )
Ursa meets Bob	sem	meet ( ursa , bob )
Ynez hears herself	sem	hear ( ynez , ynez )
Leo sees himself	sem	see ( leo , leo )
Ron hears Xavier	sem	hear ( ron , xavier )
Ron meets Ron	sem	meet ( ron , ron )
Willow hears Frank	sem	hear ( willow , frank )
Victor sings	sem	sing ( victor )
Quinn near Thomas meets herself	sem	 meet ( quinn , quinn ) & near ( quinn , thomas ) 
Sarah by Willow meets Henry	sem	 meet ( sarah , henry ) & by ( sarah , willow ) 
Mary hears Frank	sem	hear ( mary , frank )
Leo dreams	sem	dream ( leo )
Ned by Leo sings	sem	 sing ( ned ) & by ( ned , leo ) 
Ursa sings	sem	sing ( ursa )
Ursa behind Zack meets herself	sem	 meet ( ursa , ursa ) & behind ( ursa , zack ) 
John behind Ron sees Mary	sem	 see ( john , mary ) & behind ( john , ron ) 
Ursa sings	sem	sing ( ursa )
Ellie beside Ellie hears Victor	sem	 hear ( ellie , victor ) & beside ( ellie , ellie ) 
Ned near Leo knows himself	sem	 know ( ned , ned ) & near ( ned , leo ) 
Ned beside Claire dreams	sem	 dream ( ned ) & beside ( ned , claire ) 
Victor meets Sarah	sem	meet ( victor , sarah )
Xavier by Claire sleeps	sem	 sleep ( xavier ) & by ( xavier , claire ) 
Ned hears Mary	sem	hear ( ned , mary )
Olivia sings	sem	sing ( olivia )
Mary runs	sem	run ( mary )
Peter dances	sem	dance ( peter )
Ynez by Ynez sees herself	sem	 see ( ynez , ynez ) & by ( ynez , ynez ) 
Willow by Ursa dances	sem	 dance ( willow ) & by ( willow , ursa ) 
Ursa knows Alice	sem	know ( ursa , alice )
Alice beside Kate sleeps	sem	 sleep ( alice ) & beside ( alice , kate ) 
Sarah beside Ned dreams	sem	 dream ( sarah ) & beside ( sarah , ned ) 
Xavier by Quinn believes Ron	sem	 believe ( xavier , ron ) & by ( xavier , quinn ) 
Ynez sleeps	sem	sleep ( ynez )
Quinn beside Zack hears Ned	sem	 hear ( quinn , ned ) & beside ( quinn , zack ) 
Zack sees himself	sem	see ( zack , zack )
Daniel by Quinn dances	sem	 dance ( daniel ) & by ( daniel , quinn ) 
Bob sleeps	sem	sleep ( bob )
Olivia behind Mary knows Claire	sem	 know ( olivia , claire ) & behind ( olivia , mary ) 
Alice by John meets herself	sem	 meet ( alice , alice ) & by ( alice , john ) 
Ron believes Leo	sem	believe ( ron , leo )
John sees himself	sem	see ( john , john )
Isla knows herself	sem	know ( isla , isla )
Zack sleeps	sem	sleep ( zack )
Ursa sees Grace	sem	see ( ursa , grace )
Leo near Alice believes himself	sem	 believe ( leo , leo ) & near ( leo , alice ) 
Leo sings	sem	sing ( leo )
Alice runs	sem	run ( alice )
Zack meets Bob	sem	meet ( zack , bob )
Sarah near Daniel meets Peter	sem	 meet ( sarah , peter ) & near ( sarah , daniel ) 
Ned runs	sem	run ( ned )
Frank meets himself	sem	meet ( frank , frank )
Willow beside Ursa runs	sem	 run ( willow ) & beside ( willow , ursa ) 
Quinn believes Claire	sem	believe ( quinn , claire )
Sarah believes Peter	sem	believe ( sarah , peter )
Claire beside Quinn sleeps	sem	 sleep ( claire ) & beside ( claire , quinn ) 
Ron near Peter hears Ned	sem	 hear ( ron , ned ) & near ( ron , peter ) 
Olivia sings	sem	sing ( olivia )
Daniel beside Mary runs	sem	 run ( daniel ) & beside ( daniel , mary ) 
Claire hears Bob	sem	hear ( claire , bob )
Claire hears John	sem	hear ( claire , john )
Xavier beside Olivia dances	sem	 dance ( xavier ) & beside ( xavier , olivia ) 
Olivia sings	sem	sing ( olivia )
Claire sleeps	sem	sleep ( claire )
Sarah runs	sem	run ( sarah )
John by Claire hears himself	sem	 hear ( john , john ) & by ( john , claire ) 
Ron meets Bob	sem	meet ( ron , bob )
Xavier hears Peter	sem	hear ( xavier , peter )
Olivia knows Olivia	sem	know ( olivia , olivia )
Ellie beside Victor sees Willow	sem	 see ( ellie , willow ) & beside ( ellie , victor ) 
Ynez near Olivia sees Alice	sem	 see ( ynez , alice ) & near ( ynez , olivia ) 
Quinn by Sarah knows herself	sem	 know ( quinn , quinn ) & by ( quinn , sarah ) 
Kate by Grace knows Olivia	sem	 know ( kate , olivia ) & by ( kate , grace ) 
Ynez sleeps	sem	sleep ( ynez )
Claire by Sarah hears Alice	sem	 hear ( claire , alice ) & by ( claire , sarah ) 
Isla meets Ned	sem	meet ( isla , ned )
Quinn by Ursa hears herself	sem	 hear ( quinn , quinn ) & by ( quinn , ursa ) 
Willow hears Xavier	sem	hear ( willow , xavier )
Victor sees himself	sem	see ( victor , victor )
Ron hears Isla	sem	hear ( ron , isla )
Frank knows Quinn	sem	know ( frank , quinn )
Willow near Olivia sees herself	sem	 see ( willow , willow ) & near ( willow , olivia ) 
Ron dances	sem	dance ( ron )
Sarah by Xavier sleeps	sem	 sleep ( sarah ) & by ( sarah , xavier ) 
John behind Victor sings	sem	 sing ( john ) & behind ( john , victor ) 
Claire near Ron believes Quinn	sem	 believe ( claire , quinn ) & near ( claire , ron ) 
Thomas meets Ursa	sem	meet ( thomas , ursa )
Xavier dreams	sem	dream ( xavier )
Claire by Isla sleeps	sem	 sleep ( claire ) & by ( claire , isla ) 
Bob beside Ursa believes Olivia	sem	 believe ( bob , olivia ) & beside ( bob , ursa ) 
Isla hears Isla	sem	hear ( isla , isla )
Zack sees himself	sem	see ( zack , zack )
Ned sees Henry	sem	see ( ned , henry )
Leo beside Willow knows Ynez	sem	 know ( leo , ynez ) & beside ( leo , willow ) 
Olivia knows Ursa	sem	know ( olivia , ursa )
Mary beside Mary hears herself	sem	 hear ( mary , mary ) & beside ( mary , mary ) 
Claire by Xavier sings	sem	 sing ( claire ) & by ( claire , xavier ) 
Mary runs	sem	run ( mary )
Xavier sees Victor	sem	see ( xavier , victor )
Bob beside Daniel knows Zack	sem	 know ( bob , zack ) & beside ( bob , daniel ) 
Ned near Zack dreams	sem	 dream ( ned ) & near ( ned , zack ) 
Xavier sings	sem	sing ( xavier )
Alice beside Bob knows herself	sem	 know ( alice , alice ) & beside ( alice , bob ) 
Xavier by Frank sees himself	sem	 see ( xavier , xavier ) & by ( xavier , frank ) 
Peter hears Grace	sem	hear ( peter , grace )
Ynez behind Claire meets Victor	sem	 meet ( ynez , victor ) & behind ( ynez , claire ) 
Daniel believes himself	sem	believe ( daniel , daniel )
Thomas runs	sem	run ( thomas )
Grace behind Victor sleeps	sem	 sleep ( grace ) & behind ( grace , victor ) 
Quinn meets John	sem	meet ( quinn , john )
Thomas knows Bob	sem	know ( thomas , bob )
Ron beside Olivia sings	sem	 sing ( ron ) & beside ( ron , olivia ) 
Kate knows herself	sem	know ( kate , kate )
Ron knows Alice	sem	know ( ron , alice )
Victor near Quinn meets Daniel	sem	 meet ( victor , daniel ) & near ( victor , quinn ) 
Leo near Ron runs	sem	 run ( leo ) & near ( leo , ron ) 
Ynez beside Ursa dreams	sem	 dream ( ynez ) & beside ( ynez , ursa ) 
Olivia beside Sarah sings	sem	 sing ( olivia ) & beside ( olivia , sarah ) 
John sings	sem	sing ( john )
Zack sings	sem	sing ( zack )
Leo meets himself	sem	meet ( leo , leo )
Isla believes herself	sem	believe ( isla , isla )
Sarah believes herself	sem	believe ( sarah , sarah )
Ned meets Daniel	sem	meet ( ned , daniel )
Alice dreams	sem	dream ( alice )
John near Victor believes Daniel	sem	 believe ( john , daniel ) & near ( john , victor ) 
Kate by Thomas sees herself	sem	 see ( kate , kate ) & by ( kate , thomas ) 
Mary sings	sem	sing ( mary )
Daniel beside Ellie meets Kate	sem	 meet ( daniel , kate ) & beside ( daniel , ellie ) 
John behind Ned dances	sem	 dance ( john ) & behind ( john , ned ) 
John sings	sem	sing ( john )
Peter knows Daniel	sem	know ( peter , daniel )
Claire sees Ursa	sem	see ( claire , ursa )
Ynez sees Daniel	sem	see ( ynez , daniel )
Mary sees Ned	sem	see ( mary , ned )
John behind Thomas sings	sem	 sing ( john ) & behind ( john , thomas ) 
Ynez by Peter believes Zack	sem	 believe ( ynez , zack ) & by ( ynez , peter ) 
Mary believes herself	sem	believe ( mary , mary )
Mary believes Frank	sem	believe ( mary , frank )
Grace meets Sarah	sem	meet ( grace , sarah )
Willow by Ellie sees Henry	sem	 see ( willow , henry ) & by ( willow , ellie ) 
Mary behind Alice believes Willow	sem	 believe ( mary , willow ) & behind ( mary , alice ) 
Olivia near Daniel runs	sem	 run ( olivia ) & near ( olivia , daniel ) 
Ned by Mary knows Ron	sem	 know ( ned , ron ) & by ( ned , mary ) 
Ellie beside Frank believes Alice	sem	 believe ( ellie , alice ) & beside ( ellie , frank ) 
Bob near Ynez meets Grace	sem	 meet ( bob , grace ) & near ( bob , ynez ) 
Quinn beside Quinn hears Zack	sem	 hear ( quinn , zack ) & beside ( quinn , quinn ) 
Leo by Kate dreams	sem	 dream ( leo ) & by ( leo , kate ) 
Ron dreams	sem	dream ( ron )
Sarah dances	sem	dance ( sarah )
Grace hears herself	sem	hear ( grace , grace )
Leo dreams	sem	dream ( leo )
Grace sings	sem	sing ( grace )
Claire knows Daniel	sem	know ( claire , daniel )
Xavier near Daniel dreams	sem	 dream ( xavier ) & near ( xavier , daniel ) 
Kate behind Victor hears Ynez	sem	 hear ( kate , ynez ) & behind ( kate , victor ) 
Kate by John sees Mary	sem	 see ( kate , mary ) & by ( kate , john ) 
Mary knows herself	sem	know ( mary , mary )
Ron believes himself	sem	believe ( ron , ron )
Peter near Frank believes John	sem	 believe ( peter , john ) & near ( peter , frank ) 
Henry knows Olivia	sem	know ( henry , olivia )
Zack meets Leo	sem	meet ( zack , leo )
Ynez beside Frank dreams	sem	 dream ( ynez ) & beside ( ynez , frank ) 
Isla knows Olivia	sem	know ( isla , olivia )
Ellie near Victor dreams	sem	 dream ( ellie ) & near ( ellie , victor ) 
Olivia near Quinn sleeps	sem	 sleep ( olivia ) & near ( olivia , quinn ) 
Olivia by Peter hears Ron	sem	 hear ( olivia , ron ) & by ( olivia , peter ) 
Xavier near Ellie hears himself	sem	 hear ( xavier , xavier ) & near ( xavier , ellie ) 
Henry knows Ron	sem	know ( henry , ron )
Willow dances	sem	dance ( willow )
Kate near Grace believes herself	sem	 believe ( kate , kate ) & near ( kate , grace ) 
Ned by Ellie knows Ned	sem	 know ( ned , ned ) & by ( ned , ellie ) 
Ned sleeps	sem	sleep ( ned )
Ellie knows herself	sem	know ( ellie , ellie )
Ynez sees Ellie	sem	see ( ynez , ellie )
Kate behind Peter sings	sem	 sing ( kate ) & behind ( kate , peter ) 
Leo dances	sem	dance ( leo )
Claire by Ned believes Sarah	sem	 believe ( claire , sarah ) & by ( claire , ned ) 
Peter meets himself	sem	meet ( peter , peter )
Xavier beside John dreams	sem	 dream ( xavier ) & beside ( xavier , john ) 
Henry near Bob meets Mary	sem	 meet ( henry , mary ) & near ( henry , bob ) 
Ynez by John dances	sem	 dance ( ynez ) & by ( ynez , john ) 
Olivia meets herself	sem	meet ( olivia , olivia )
Thomas believes Willow	sem	believe ( thomas , willow )
Frank beside Ellie hears Thomas	sem	 hear ( frank , thomas ) & beside ( frank , ellie ) 
Frank hears Kate	sem	hear ( frank , kate )
Sarah believes Frank	sem	believe ( sarah , frank )
Victor hears Quinn	sem	hear ( victor , quinn )
Claire dreams	sem	dream ( claire )
Isla behind Leo dances	sem	 dance ( isla ) & behind ( isla , leo ) 
Olivia knows Mary	sem	know ( olivia , mary )
Alice meets Mary	sem	meet ( alice , mary )
Ellie near Grace meets Bob	sem	 meet ( ellie , bob ) & near ( ellie , grace ) 
Ron sees Quinn	sem	see ( ron , quinn )
Willow dances	sem	dance ( willow )
Kate meets Xavier	sem	meet ( kate , xavier )
Ned near Olivia sees Ron	sem	 see ( ned , ron ) & near ( ned , olivia ) 
Mary sleeps	sem	sleep ( mary )
Frank meets Ron	sem	meet ( frank , ron )
Henry beside Sarah meets himself	sem	 meet ( henry , henry ) & beside ( henry , sarah ) 
Willow sings	sem	sing ( willow )
Isla behind Kate runs	sem	 run ( isla ) & behind ( isla , kate ) 
Grace believes Ellie	sem	believe ( grace , ellie )
Quinn behind John knows Peter	sem	 know ( quinn , peter ) & behind ( quinn , john ) 
Ynez hears Ursa	sem	hear ( ynez , ursa )
Zack knows Bob	sem	know ( zack , bob )
Frank dreams	sem	dream ( frank )
Ron knows Olivia	sem	know ( ron , olivia )
Claire sings	sem	sing ( claire )
Peter knows himself	sem	know ( peter , peter )
Ned runs	sem	run ( ned )
Willow beside Ynez believes herself	sem	 believe ( willow , willow ) & beside ( willow , ynez ) 
Xavier behind Grace knows himself	sem	 know ( xavier , xavier ) & behind ( xavier , grace ) 
Claire hears Grace	sem	hear ( claire , grace )
Peter near Frank knows Ynez	sem	 know ( peter , ynez ) & near ( peter , frank ) 
Daniel behind Ursa runs	sem	 run ( daniel ) & behind ( daniel , ursa ) 
Victor beside Olivia sees Bob	sem	 see ( victor , bob ) & beside ( victor , olivia ) 
Bob hears Kate	sem	hear ( bob , kate )
Peter runs	sem	run ( peter )
Daniel sees Mary	sem	see ( daniel , mary )
Isla behind Alice hears Ynez	sem	 hear ( isla , ynez ) & behind ( isla , alice ) 
Willow near Ellie hears herself	sem	 hear ( willow , willow ) & near ( willow , ellie ) 
Daniel beside Claire sees himself	sem	 see ( daniel , daniel ) & beside ( daniel , claire ) 
Daniel hears Ynez	sem	hear ( daniel , ynez )
Frank sees Isla	sem	see ( frank , isla )
John by Henry runs	sem	 run ( john ) & by ( john , henry ) 
Ned knows Willow	sem	know ( ned , willow )
Thomas behind Daniel sings	sem	 sing ( thomas ) & behind ( thomas , daniel ) 
Claire by Ron sings	sem	 sing ( claire ) & by ( claire , ron ) 
